SAMD11,71.01626278945254
NOC2L,68.30526158181199
KLHL17,65.55709402175005
PLEKHN1,59.2744167451733
PERM1,80.79506049753785
HES4,73.2282688198646
ISG15,48.81584241279126
AGRN,58.969535839763545
RNF223,51.23568884880745
C1orf159,53.14366559801077
TTLL10,55.51892021195569
TNFRSF18,52.684942850905735
TNFRSF4,63.92567878723236
SDF4,82.96423841545136
B3GALT6,82.5415690098911
C1QTNF12,52.002393097701656
UBE2J2,63.20975061311801
SCNN1D,64.9023704782321
ACAP3,71.66773069256918
PUSL1,61.1013493377265
INTS11,73.11137154129068
CPTP,89.99717268387431
TAS1R3,74.65049546032814
DVL1,86.4969346491753
MXRA8,68.24122552285283
AURKAIP1,77.03619263031484
CCNL2,80.18247407100974
MRPL20,71.85783411238697
ANKRD65,58.687533826415184
VWA1,60.001747188441655
ATAD3C,43.43781203645638
ATAD3B,62.99236802525707
ATAD3A,84.9971412108314
TMEM240,59.99561678183693
SSU72,86.90669636957715
FNDC10,54.30778447381604
MIB2,83.47080886113379
CDK11B,73.65590999422298
SLC35E2B,54.18869899803001
CDK11A,47.19525090205271
SLC35E2,45.64600237186749
NADK,75.17299351465228
GNB1,74.99871937511939
CALML6,61.752584502129885
TMEM52,67.71058070005557
GABRD,62.975941185250804
PRKCZ,65.321751256279
FAAP20,58.1542107523456
SKI,83.56617028328996
MORN1,50.138091589411616
RER1,77.01522216058618
PEX10,60.34697437582365
PLCH2,64.58592816641344
PANK4,80.32148736379533
HES5,49.80573503365092
TNFRSF14,65.08324364691426
FAM213B,60.07523381325884
PRDM16,59.05901630070049
ARHGEF16,87.07421380471781
MEGF6,76.77872963473884
TPRG1L,79.63990958809032
TP73,50.5574962238482
WRAP73,60.13535316018107
CCDC27,48.34471688458472
SMIM1,58.39316858278147
LRRC47,70.09718096171042
CEP104,77.47180038475197
DFFB,55.066173668437166
C1orf174,58.803731632047416
AJAP1,64.42384176209447
KCNAB2,81.75836728813523
NPHP4,62.34500255307833
CHD5,51.68481710637389
RNF207,57.899661223272886
RPL22,83.16927608488896
ICMT,83.92972745189961
GPR153,63.865811142056536
ACOT7,73.3596002575665
TNFRSF25,64.1820351627902
PLEKHG5,62.997943973950015
NOL9,76.64588421152546
TAS1R1,55.76624586771265
ZBTB48,75.33036332474866
PHF13,76.35525839445823
KLHL21,93.16243081046412
THAP3,61.06643258115041
DNAJC11,72.32989089662114
CAMTA1,82.28022490495763
VAMP3,66.71875859717977
PER3,77.305149441225
PARK7,67.08169700501824
ERRFI1,75.56539727458107
SLC45A1,54.877858224636675
RERE,92.68259426278097
ENO1,62.07257517284577
SLC2A5,94.83149217379166
GPR157,75.71026231509055
H6PD,78.10120484472822
SPSB1,83.46607707339565
SLC25A33,78.01618178698969
TMEM201,80.12802658648623
PIK3CD,72.01536859110917
CLSTN1,81.86231189692305
CTNNBIP1,76.44821846260452
LZIC,66.24010307400839
NMNAT1,74.41200646203343
RBP7,60.288805462242024
UBE4B,73.44760899625847
KIF1B,68.35281093534313
PGD,63.86929768822565
CENPS,54.873865000198954
CORT,56.04849822388779
DFFA,76.17587241731164
PEX14,68.79365510701538
CASZ1,76.86509216408574
C1orf127,69.87722852307515
TARDBP,81.25189468184351
MASP2,59.97834974754173
SRM,90.89948239621555
EXOSC10,64.49555777705139
ANGPTL7,84.2368482649108
MTOR,76.19895190402077
UBIAD1,68.49348039672722
FBXO44,70.61474241152371
FBXO2,65.93472805254727
FBXO6,72.19829438922164
MAD2L2,68.13262129908907
AGTRAP,71.08768423468196
MTHFR,66.76191502119525
CLCN6,60.63280438811954
NPPA,49.5068355155403
NPPB,50.19535310637304
KIAA2013,74.58071194077993
PLOD1,77.24076864156868
MFN2,84.61954953888709
MIIP,81.78626347310954
TNFRSF8,61.8223293026104
TNFRSF1B,71.17172324167224
VPS13D,83.1496773526142
DHRS3,74.75117508893875
LRRC38,73.24387548659817
PDPN,75.4695207322768
PRDM2,77.7297480874455
KAZN,57.67983064176648
TMEM51,56.454653367874705
EFHD2,65.88090784148332
CTRC,52.65365893077895
CELA2A,57.63430131169881
CELA2B,51.251273438120826
CASP9,74.00786040957003
DNAJC16,75.07508270420382
AGMAT,71.59562755423606
DDI2,78.4367842796231
PLEKHM2,75.56239055155591
SLC25A34,78.65443661612103
FBLIM1,65.03218871889189
UQCRHL,51.84489885743377
SPEN,80.18603743545131
ZBTB17,65.29547177741068
C1orf64,53.25742492187648
CLCNKA,45.94643675030797
HSPB7,69.41513261988798
FAM131C,55.91420064557691
EPHA2,73.773140995435
ARHGEF19,59.22915995849839
RSG1,53.1263313817742
FBXO42,85.8850914474272
SZRD1,90.88830380069686
NECAP2,60.048996269321215
NBPF1,58.72647783750699
CROCC,56.621332855508925
MFAP2,56.62084060300227
ATP13A2,77.03744730510797
SDHB,74.22677043661169
PADI2,74.21915647046379
PADI4,64.61510330855764
RCC2,74.98820130083355
ARHGEF10L,84.03511435372981
IGSF21,56.675195224663796
PAX7,66.73036577688389
ALDH4A1,76.57847229096711
IFFO2,72.71450886721163
UBR4,88.81765909754415
EMC1,84.53601562611014
MRTO4,63.238644048564964
AKR7A3,46.18142131501233
AKR7A2,64.17748222877886
PQLC2,72.59644340182648
CAPZB,72.10964567934029
MINOS1,80.96491339587291
NBL1,71.82522093500558
TMCO4,62.503578468127095
OTUD3,69.35709392324247
PLA2G2A,61.728093713912415
PLA2G5,49.10732561878553
UBXN10,59.97479587410148
CAMK2N1,66.46840693231725
MUL1,78.32759549619928
FAM43B,53.14979496390089
CDA,54.13217797846945
